,Код инструмента,Календарная дата,Цена
0,A592UFM060F,27/02/2015,32100
1,A592UFM060F,04/03/2015,33300
2,A592UFM060F,17/03/2015,32650
3,A592UFM060F,18/03/2015,32000
4,A592UFM060F,19/03/2015,31800
5,A592UFM060F,20/03/2015,32000
6,A592UFM060F,23/03/2015,32500
7,A592UFM060F,24/03/2015,32700
8,A592UFM060F,25/03/2015,32700
9,A592UFM060F,26/03/2015,32700
10,A592UFM060F,27/03/2015,32500
11,A592UFM060F,30/03/2015,32200
12,A592UFM060F,03/04/2015,32200
13,A592UFM060F,06/04/2015,32200
14,A592UFM060F,08/04/2015,32300
15,A592UFM060F,09/04/2015,32310
16,A592UFM060F,10/04/2015,32100
17,A592UFM060F,13/04/2015,31600
18,A592UFM060F,14/04/2015,31600
19,A592UFM060F,20/04/2015,31600
20,A592UFM060F,21/04/2015,31000
21,A592UFM060F,22/04/2015,31100
22,A592UFM060F,23/04/2015,31200
23,A592UFM060F,24/04/2015,31800
24,A592UFM060F,29/04/2015,31300
25,A592UFM060F,07/05/2015,31700
26,A592UFM060F,08/05/2015,31800
27,A592UFM060F,12/05/2015,32000
28,A592UFM060F,13/05/2015,32000
29,A592UFM060F,14/05/2015,32160
30,A592UFM060F,15/05/2015,32810
31,A592UFM060F,18/05/2015,33100
32,A592UFM060F,19/05/2015,33150
33,A592UFM060F,20/05/2015,33750
34,A592UFM060F,21/05/2015,34000
35,A592UFM060F,22/05/2015,34000
36,A592UFM060F,25/05/2015,33900
37,A592UFM060F,26/05/2015,33800
38,A592UFM060F,27/05/2015,33900
39,A592UFM060F,28/05/2015,34400
40,A592UFM060F,29/05/2015,34830
41,A592UFM060F,01/06/2015,35000
42,A592UFM060F,02/06/2015,35100
43,A592UFM060F,03/06/2015,35610
44,A592UFM060F,04/06/2015,36300
45,A592UFM060F,05/06/2015,36300
46,A592UFM060F,08/06/2015,35000
47,A592UFM060F,09/06/2015,35000
48,A592UFM060F,10/06/2015,36300
49,A592UFM060F,11/06/2015,36500
50,A592UFM060F,15/06/2015,36500
51,A592UFM060F,16/06/2015,36600
52,A592UFM060F,17/06/2015,36850
53,A592UFM060F,18/06/2015,37500
54,A592UFM060F,19/06/2015,38000
55,A592UFM060F,22/06/2015,38000
56,A592UFM060F,23/06/2015,38000
57,A592UFM060F,24/06/2015,38000
58,A592UFM060F,25/06/2015,38000
59,A592UFM060F,26/06/2015,39500
60,A592UFM060F,29/06/2015,38000
61,A592UFM060F,30/06/2015,38000
62,A592UFM060F,01/07/2015,39500
63,A592UFM060F,02/07/2015,39600
64,A592UFM060F,03/07/2015,39500
65,A592UFM060F,06/07/2015,39700
66,A592UFM060F,07/07/2015,40200
67,A592UFM060F,08/07/2015,40453
68,A592UFM060F,09/07/2015,40000
69,A592UFM060F,10/07/2015,39800
70,A592UFM060F,13/07/2015,39800
71,A592UFM060F,14/07/2015,39500
72,A592UFM060F,15/07/2015,39500
73,A592UFM060F,16/07/2015,39400
74,A592UFM060F,17/07/2015,39400
75,A592UFM060F,20/07/2015,39450
76,A592UFM060F,21/07/2015,39500
77,A592UFM060F,22/07/2015,39600
78,A592UFM060F,23/07/2015,39800
79,A592UFM060F,24/07/2015,39500
80,A592UFM060F,27/07/2015,39200
81,A592UFM060F,28/07/2015,39300
82,A592UFM060F,29/07/2015,39600
83,A592UFM060F,30/07/2015,39800
84,A592UFM060F,31/07/2015,39900
85,A592UFM060F,03/08/2015,39900
86,A592UFM060F,04/08/2015,39900
87,A592UFM060F,05/08/2015,40100
88,A592UFM060F,06/08/2015,40200
89,A592UFM060F,07/08/2015,39800
90,A592UFM060F,10/08/2015,40100
91,A592UFM060F,11/08/2015,40100
92,A592UFM060F,12/08/2015,40250
93,A592UFM060F,13/08/2015,40400
94,A592UFM060F,14/08/2015,40250
95,A592UFM060F,17/08/2015,40250
96,A592UFM060F,18/08/2015,40300
97,A592UFM060F,19/08/2015,40000
98,A592UFM060F,20/08/2015,40000
99,A592UFM060F,21/08/2015,40000
100,A592UFM060F,24/08/2015,40000
101,A592UFM060F,25/08/2015,40200
102,A592UFM060F,26/08/2015,40200
103,A592UFM060F,27/08/2015,39900
104,A592UFM060F,28/08/2015,39500
105,A592UFM060F,31/08/2015,39500
106,A592UFM060F,01/09/2015,39200
107,A592UFM060F,02/09/2015,39000
108,A592UFM060F,03/09/2015,38800
109,A592UFM060F,04/09/2015,38800
110,A592UFM060F,07/09/2015,38500
111,A592UFM060F,08/09/2015,38500
112,A592UFM060F,09/09/2015,38700
113,A592UFM060F,10/09/2015,38800
114,A592UFM060F,11/09/2015,38700
115,A592UFM060F,14/09/2015,38499
116,A592UFM060F,15/09/2015,38500
117,A592UFM060F,16/09/2015,38499
118,A592UFM060F,17/09/2015,37800
119,A592UFM060F,18/09/2015,37600
120,A592UFM060F,21/09/2015,37000
121,A592UFM060F,22/09/2015,37000
122,A592UFM060F,23/09/2015,37000
123,A592UFM060F,24/09/2015,37100
124,A592UFM060F,25/09/2015,37600
125,A592UFM060F,28/09/2015,37000
126,A592UFM060F,29/09/2015,37000
127,A592UFM060F,30/09/2015,37100
128,A592UFM060F,01/10/2015,37100
129,A592UFM060F,02/10/2015,37000
130,A592UFM060F,05/10/2015,36900
131,A592UFM060F,06/10/2015,36800
132,A592UFM060F,07/10/2015,36850
133,A592UFM060F,08/10/2015,37000
134,A592UFM060F,09/10/2015,37100
135,A592UFM060F,12/10/2015,37100
136,A592UFM060F,13/10/2015,37200
137,A592UFM060F,14/10/2015,37200
138,A592UFM060F,15/10/2015,36800
139,A592UFM060F,16/10/2015,36500
140,A592UFM060F,19/10/2015,36312
141,A592UFM060F,20/10/2015,36068
142,A592UFM060F,21/10/2015,35810
143,A592UFM060F,22/10/2015,35642
144,A592UFM060F,23/10/2015,35000
145,A592UFM060F,26/10/2015,34254
146,A592UFM060F,27/10/2015,33863
147,A592UFM060F,28/10/2015,34130
148,A592UFM060F,29/10/2015,34221
149,A592UFM060F,30/10/2015,34050
150,A592UFM060F,02/11/2015,33900
151,A592UFM060F,03/11/2015,34026
152,A592UFM060F,05/11/2015,33910
153,A592UFM060F,06/11/2015,33916
154,A592UFM060F,09/11/2015,33925
155,A592UFM060F,10/11/2015,33986
156,A592UFM060F,11/11/2015,34203
157,A592UFM060F,12/11/2015,33567
158,A592UFM060F,13/11/2015,33087
159,A592UFM060F,16/11/2015,32851
160,A592UFM060F,17/11/2015,32800
161,A592UFM060F,18/11/2015,32764
162,A592UFM060F,19/11/2015,32505
163,A592UFM060F,20/11/2015,32403
164,A592UFM060F,23/11/2015,32075
165,A592UFM060F,24/11/2015,31975
166,A592UFM060F,25/11/2015,32134
167,A592UFM060F,26/11/2015,32172
168,A592UFM060F,27/11/2015,32200
169,A592UFM060F,30/11/2015,32282
170,A592UFM060F,01/12/2015,32365
171,A592UFM060F,02/12/2015,32496
172,A592UFM060F,03/12/2015,32659
173,A592UFM060F,04/12/2015,32315
174,A592UFM060F,07/12/2015,32063
175,A592UFM060F,08/12/2015,31900
176,A592UFM060F,09/12/2015,31947
177,A592UFM060F,10/12/2015,31866
178,A592UFM060F,11/12/2015,31486
179,A592UFM060F,14/12/2015,30929
180,A592UFM060F,15/12/2015,30400
181,A592UFM060F,16/12/2015,30258
182,A592UFM060F,17/12/2015,30112
183,A592UFM060F,18/12/2015,29992
184,A592UFM060F,21/12/2015,30096
185,A592UFM060F,22/12/2015,30134
186,A592UFM060F,23/12/2015,30521
187,A592UFM060F,24/12/2015,30688
188,A592UFM060F,25/12/2015,31065
189,A592UFM060F,11/01/2016,30511
190,A592UFM060F,12/01/2016,30089
191,A592UFM060F,13/01/2016,29940
192,A592UFM060F,14/01/2016,29787
193,A592UFM060F,15/01/2016,29816
194,A592UFM060F,18/01/2016,30054
195,A592UFM060F,19/01/2016,30485
196,A592UFM060F,20/01/2016,31765
197,A592UFM060F,21/01/2016,31922
198,A592UFM060F,22/01/2016,31828
199,A592UFM060F,25/01/2016,31610
200,A592UFM060F,26/01/2016,32000
201,A592UFM060F,27/01/2016,32585
202,A592UFM060F,28/01/2016,32942
203,A592UFM060F,29/01/2016,33389
204,A592UFM060F,01/02/2016,33485
205,A592UFM060F,02/02/2016,33218
206,A592UFM060F,03/02/2016,33188
207,A592UFM060F,04/02/2016,34225
208,A592UFM060F,05/02/2016,34693
209,A592UFM060F,08/02/2016,34943
210,A592UFM060F,09/02/2016,35076
211,A592UFM060F,10/02/2016,34768
212,A592UFM060F,11/02/2016,34408
213,A592UFM060F,12/02/2016,34579
214,A592UFM060F,15/02/2016,34726
215,A592UFM060F,16/02/2016,34423
216,A592UFM060F,17/02/2016,34539
217,A592UFM060F,18/02/2016,34593
218,A592UFM060F,19/02/2016,34597
219,A592UFM060F,20/02/2016,34613
220,A592UFM060F,24/02/2016,34600
221,A592UFM060F,25/02/2016,34600
222,A592UFM060F,26/02/2016,34707
223,A592UFM060F,29/02/2016,34911
224,A592UFM060F,01/03/2016,35125
225,A592UFM060F,02/03/2016,35453
226,A592UFM060F,03/03/2016,35719
227,A592UFM060F,04/03/2016,35774
228,A592UFM060F,09/03/2016,35697
229,A592UFM060F,10/03/2016,35567
230,A592UFM060F,11/03/2016,35712
231,A592UFM060F,14/03/2016,35846
232,A592UFM060F,15/03/2016,36400
233,A592UFM060F,16/03/2016,36922
234,A592UFM060F,17/03/2016,36951
235,A592UFM060F,18/03/2016,37292
236,A592UFM060F,21/03/2016,37429
237,A592UFM060F,22/03/2016,37467
238,A592UFM060F,23/03/2016,37590
239,A592UFM060F,24/03/2016,37417
240,A592UFM060F,25/03/2016,37400
241,A592UFM060F,28/03/2016,37350
242,A592UFM060F,29/03/2016,37289
243,A592UFM060F,30/03/2016,37293
244,A592UFM060F,31/03/2016,37543
245,A592UFM060F,01/04/2016,37498
246,A592UFM060F,04/04/2016,37400
247,A592UFM060F,05/04/2016,36810
248,A592UFM060F,06/04/2016,36800
249,A592UFM060F,07/04/2016,36859
250,A592UFM060F,08/04/2016,36893
251,A592UFM060F,11/04/2016,36800
252,A592UFM060F,12/04/2016,36533
253,A592UFM060F,13/04/2016,36604
254,A592UFM060F,14/04/2016,36629
255,A592UFM060F,15/04/2016,36749
256,A592UFM060F,18/04/2016,36903
257,A592UFM060F,19/04/2016,37037
258,A592UFM060F,20/04/2016,36787
259,A592UFM060F,21/04/2016,36700
260,A592UFM060F,22/04/2016,36787
261,A592UFM060F,25/04/2016,36859
262,A592UFM060F,26/04/2016,36930
263,A592UFM060F,27/04/2016,37010
264,A592UFM060F,28/04/2016,37288
265,A592UFM060F,29/04/2016,37323
266,A592UFM060F,04/05/2016,37394
267,A592UFM060F,05/05/2016,37440
268,A592UFM060F,06/05/2016,37404
269,A592UFM060F,10/05/2016,37376
270,A592UFM060F,11/05/2016,37542
271,A592UFM060F,12/05/2016,37391
272,A592UFM060F,13/05/2016,37106
273,A592UFM060F,16/05/2016,37008
274,A592UFM060F,17/05/2016,37012
275,A592UFM060F,18/05/2016,36924
276,A592UFM060F,19/05/2016,36600
277,A592UFM060F,20/05/2016,36612
278,A592UFM060F,23/05/2016,36719
279,A592UFM060F,24/05/2016,36704
280,A592UFM060F,25/05/2016,36805
281,A592UFM060F,26/05/2016,37294
282,A592UFM060F,27/05/2016,37308
283,A592UFM060F,30/05/2016,37300
284,A592UFM060F,31/05/2016,37623
285,A592UFM060F,01/06/2016,38338
286,A592UFM060F,02/06/2016,39284
287,A592UFM060F,03/06/2016,39973
288,A592UFM060F,06/06/2016,39917
289,A592UFM060F,07/06/2016,39647
290,A592UFM060F,08/06/2016,39834
291,A592UFM060F,09/06/2016,40200
292,A592UFM060F,10/06/2016,40000
293,A592UFM060F,14/06/2016,39541
294,A592UFM060F,15/06/2016,39503
295,A592UFM060F,16/06/2016,39771
296,A592UFM060F,17/06/2016,39891
297,A592UFM060F,20/06/2016,40005
298,A592UFM060F,21/06/2016,40258
299,A592UFM060F,22/06/2016,40615
300,A592UFM060F,23/06/2016,40565
301,A592UFM060F,24/06/2016,40583
302,A592UFM060F,27/06/2016,40628
303,A592UFM060F,28/06/2016,40599
304,A592UFM060F,29/06/2016,40372
305,A592UFM060F,30/06/2016,40280
306,A592UFM060F,01/07/2016,40168
307,A592UFM060F,04/07/2016,40197
308,A592UFM060F,05/07/2016,40219
309,A592UFM060F,06/07/2016,40200
310,A592UFM060F,07/07/2016,39949
311,A592UFM060F,08/07/2016,39663
312,A592UFM060F,11/07/2016,39303
313,A592UFM060F,12/07/2016,39275
314,A592UFM060F,13/07/2016,39204
315,A592UFM060F,14/07/2016,39539
316,A592UFM060F,15/07/2016,39500
317,A592UFM060F,18/07/2016,39500
318,A592UFM060F,19/07/2016,39400
319,A592UFM060F,20/07/2016,39570
320,A592UFM060F,21/07/2016,39851
321,A592UFM060F,22/07/2016,40027
322,A592UFM060F,25/07/2016,40093
323,A592UFM060F,26/07/2016,40157
324,A592UFM060F,27/07/2016,39881
325,A592UFM060F,28/07/2016,39506
326,A592UFM060F,29/07/2016,39513
327,A592UFM060F,01/08/2016,39580
328,A592UFM060F,02/08/2016,39500
329,A592UFM060F,03/08/2016,39500
330,A592UFM060F,04/08/2016,39105
331,A592UFM060F,05/08/2016,39025
332,A592UFM060F,08/08/2016,39033
333,A592UFM060F,09/08/2016,39000
334,A592UFM060F,10/08/2016,38590
335,A592UFM060F,11/08/2016,38500
336,A592UFM060F,12/08/2016,38633
337,A592UFM060F,15/08/2016,38820
338,A592UFM060F,16/08/2016,38811
339,A592UFM060F,17/08/2016,38968
340,A592UFM060F,18/08/2016,39100
341,A592UFM060F,19/08/2016,39100
342,A592UFM060F,22/08/2016,39074
343,A592UFM060F,23/08/2016,38822
344,A592UFM060F,24/08/2016,38539
345,A592UFM060F,25/08/2016,38156
346,A592UFM060F,26/08/2016,38108
347,A592UFM060F,29/08/2016,38063
348,A592UFM060F,30/08/2016,37796
349,A592UFM060F,31/08/2016,37700
350,A592UFM060F,01/09/2016,37558
351,A592UFM060F,02/09/2016,37022
352,A592UFM060F,05/09/2016,36805
353,A592UFM060F,06/09/2016,36954
354,A592UFM060F,07/09/2016,36920
355,A592UFM060F,08/09/2016,36575
356,A592UFM060F,09/09/2016,36423
357,A592UFM060F,12/09/2016,35885
358,A592UFM060F,13/09/2016,35835
359,A592UFM060F,14/09/2016,35800
360,A592UFM060F,15/09/2016,35081
361,A592UFM060F,16/09/2016,35000
362,A592UFM060F,19/09/2016,34798
363,A592UFM060F,20/09/2016,35719
364,A592UFM060F,21/09/2016,35700
365,A592UFM060F,22/09/2016,35500
366,A592UFM060F,23/09/2016,35500
367,A592UFM060F,26/09/2016,35675
368,A592UFM060F,27/09/2016,35845
369,A592UFM060F,28/09/2016,35754
370,A592UFM060F,29/09/2016,35114
371,A592UFM060F,30/09/2016,35077
372,A592UFM060F,03/10/2016,35297
373,A592UFM060F,04/10/2016,35540
374,A592UFM060F,05/10/2016,35525
375,A592UFM060F,06/10/2016,35500
376,A592UFM060F,07/10/2016,35500
377,A592UFM060F,10/10/2016,35395
378,A592UFM060F,11/10/2016,35371
379,A592UFM060F,12/10/2016,35435
380,A592UFM060F,13/10/2016,35442
381,A592UFM060F,14/10/2016,35614
382,A592UFM060F,17/10/2016,35793
383,A592UFM060F,18/10/2016,35750
384,A592UFM060F,19/10/2016,35838
385,A592UFM060F,20/10/2016,35800
386,A592UFM060F,21/10/2016,35835
387,A592UFM060F,24/10/2016,36036
388,A592UFM060F,25/10/2016,36488
389,A592UFM060F,26/10/2016,36990
390,A592UFM060F,27/10/2016,37021
391,A592UFM060F,28/10/2016,36600
392,A592UFM060F,31/10/2016,37073
393,A592UFM060F,01/11/2016,37472
394,A592UFM060F,02/11/2016,37563
395,A592UFM060F,03/11/2016,37305
396,A592UFM060F,07/11/2016,36708
397,A592UFM060F,08/11/2016,36716
398,A592UFM060F,09/11/2016,36717
399,A592UFM060F,10/11/2016,36755
400,A592UFM060F,11/11/2016,36440
401,A592UFM060F,14/11/2016,36450
402,A592UFM060F,15/11/2016,36250
403,A592UFM060F,16/11/2016,36025
404,A592UFM060F,17/11/2016,36245
405,A592UFM060F,18/11/2016,36925
406,A592UFM060F,21/11/2016,37092
407,A592UFM060F,22/11/2016,37140
408,A592UFM060F,23/11/2016,37021
409,A592UFM060F,24/11/2016,37000
410,A592UFM060F,25/11/2016,36919
411,A592UFM060F,28/11/2016,36723
412,A592UFM060F,29/11/2016,36955
413,A592UFM060F,30/11/2016,37067
414,A592UFM060F,01/12/2016,37082
415,A592UFM060F,02/12/2016,37555
416,A592UFM060F,05/12/2016,37922
417,A592UFM060F,06/12/2016,38030
418,A592UFM060F,07/12/2016,38530
419,A592UFM060F,08/12/2016,38830
420,A592UFM060F,09/12/2016,38500
421,A592UFM060F,12/12/2016,38681
422,A592UFM060F,13/12/2016,38891
423,A592UFM060F,14/12/2016,39086
424,A592UFM060F,15/12/2016,38800
425,A592UFM060F,16/12/2016,38825
426,A592UFM060F,19/12/2016,38855
427,A592UFM060F,20/12/2016,38921
428,A592UFM060F,21/12/2016,39106
429,A592UFM060F,22/12/2016,38707
430,A592UFM060F,23/12/2016,38819
431,A592UFM060F,26/12/2016,38700
432,A592UFM060F,27/12/2016,38832
433,A592UFM060F,09/01/2017,38344
434,A592UFM060F,10/01/2017,38310
435,A592UFM060F,11/01/2017,39109
436,A592UFM060F,12/01/2017,39546
437,A592UFM060F,13/01/2017,39574
438,A592UFM060F,16/01/2017,39817
439,A592UFM060F,17/01/2017,39542
440,A592UFM060F,18/01/2017,39183
441,A592UFM060F,19/01/2017,38800
442,A592UFM060F,20/01/2017,38599
443,A592UFM060F,23/01/2017,39013
444,A592UFM060F,24/01/2017,38831
445,A592UFM060F,25/01/2017,38521
446,A592UFM060F,26/01/2017,38265
447,A592UFM060F,27/01/2017,38202
448,A592UFM060F,30/01/2017,38311
449,A592UFM060F,31/01/2017,38267
450,A592UFM060F,01/02/2017,38372
451,A592UFM060F,02/02/2017,38362
452,A592UFM060F,03/02/2017,38792
453,A592UFM060F,06/02/2017,38551
454,A592UFM060F,07/02/2017,38506
455,A592UFM060F,08/02/2017,38750
456,A592UFM060F,09/02/2017,38843
457,A592UFM060F,10/02/2017,38940
458,A592UFM060F,13/02/2017,38936
459,A592UFM060F,14/02/2017,38936
460,A592UFM060F,15/02/2017,38679
461,A592UFM060F,16/02/2017,38136
462,A592UFM060F,17/02/2017,38000
463,A592UFM060F,20/02/2017,38110
464,A592UFM060F,21/02/2017,38428
465,A592UFM060F,22/02/2017,38472
466,A592UFM060F,27/02/2017,38503
467,A592UFM060F,28/02/2017,38050
468,A592UFM060F,01/03/2017,38111
469,A592UFM060F,02/03/2017,38331
470,A592UFM060F,03/03/2017,38120
471,A592UFM060F,06/03/2017,38022
472,A592UFM060F,07/03/2017,38019
473,A592UFM060F,09/03/2017,37920
474,A592UFM060F,10/03/2017,37904
475,A592UFM060F,13/03/2017,37757
476,A592UFM060F,14/03/2017,37922
477,A592UFM060F,15/03/2017,38049
478,A592UFM060F,16/03/2017,38412
479,A592UFM060F,17/03/2017,38435
480,A592UFM060F,20/03/2017,38520
481,A592UFM060F,21/03/2017,38533
482,A592UFM060F,22/03/2017,38945
483,A592UFM060F,23/03/2017,39322
484,A592UFM060F,24/03/2017,39292
485,A592UFM060F,27/03/2017,39223
486,A592UFM060F,28/03/2017,39338
487,A592UFM060F,29/03/2017,39371
488,A592UFM060F,30/03/2017,39527
489,A592UFM060F,31/03/2017,39361
490,A592UFM060F,03/04/2017,39390
491,A592UFM060F,04/04/2017,39351
492,A592UFM060F,05/04/2017,39376
493,A592UFM060F,06/04/2017,39342
494,A592UFM060F,07/04/2017,39230
495,A592UFM060F,10/04/2017,39201
496,A592UFM060F,11/04/2017,39271
497,A592UFM060F,12/04/2017,39577
498,A592UFM060F,13/04/2017,39707
499,A592UFM060F,14/04/2017,39695
500,A592UFM060F,17/04/2017,39712
501,A592UFM060F,18/04/2017,39593
502,A592UFM060F,19/04/2017,39670
503,A592UFM060F,20/04/2017,39846
504,A592UFM060F,21/04/2017,40057
505,A592UFM060F,24/04/2017,40143
506,A592UFM060F,25/04/2017,39839
507,A592UFM060F,26/04/2017,39928
508,A592UFM060F,27/04/2017,40091
509,A592UFM060F,28/04/2017,40032
510,A592UFM060F,02/05/2017,40062
511,A592UFM060F,03/05/2017,40112
512,A592UFM060F,04/05/2017,40506
513,A592UFM060F,05/05/2017,40284
514,A592UFM060F,10/05/2017,40220
515,A592UFM060F,11/05/2017,40300
516,A592UFM060F,12/05/2017,40405
517,A592UFM060F,15/05/2017,40514
518,A592UFM060F,16/05/2017,40508
519,A592UFM060F,17/05/2017,40666
520,A592UFM060F,18/05/2017,40938
521,A592UFM060F,19/05/2017,41106
522,A592UFM060F,22/05/2017,41458
523,A592UFM060F,23/05/2017,41121
524,A592UFM060F,24/05/2017,41218
525,A592UFM060F,25/05/2017,41382
526,A592UFM060F,26/05/2017,41488
527,A592UFM060F,29/05/2017,41552
528,A592UFM060F,30/05/2017,41602
529,A592UFM060F,31/05/2017,41378
530,A592UFM060F,01/06/2017,41293
531,A592UFM060F,02/06/2017,40934
532,A592UFM060F,05/06/2017,41021
533,A592UFM060F,06/06/2017,41096
534,A592UFM060F,07/06/2017,41233
535,A592UFM060F,08/06/2017,41328
536,A592UFM060F,09/06/2017,41491
537,A592UFM060F,13/06/2017,41593
538,A592UFM060F,14/06/2017,41677
539,A592UFM060F,15/06/2017,41718
540,A592UFM060F,16/06/2017,41364
541,A592UFM060F,19/06/2017,41322
542,A592UFM060F,20/06/2017,41236
543,A592UFM060F,21/06/2017,41125
544,A592UFM060F,22/06/2017,40770
545,A592UFM060F,23/06/2017,40935
546,A592UFM060F,26/06/2017,40876
547,A592UFM060F,27/06/2017,40906
548,A592UFM060F,28/06/2017,41110
549,A592UFM060F,29/06/2017,41374
550,A592UFM060F,30/06/2017,41049
551,A592UFM060F,03/07/2017,41027
552,A592UFM060F,04/07/2017,41161
553,A592UFM060F,05/07/2017,41338
554,A592UFM060F,06/07/2017,41371
555,A592UFM060F,07/07/2017,41026
556,A592UFM060F,10/07/2017,41076
557,A592UFM060F,11/07/2017,41093
558,A592UFM060F,12/07/2017,41109
559,A592UFM060F,13/07/2017,40675
560,A592UFM060F,14/07/2017,40161
561,A592UFM060F,17/07/2017,40090
562,A592UFM060F,18/07/2017,40290
563,A592UFM060F,19/07/2017,40643
564,A592UFM060F,20/07/2017,40769
565,A592UFM060F,21/07/2017,40300
566,A592UFM060F,24/07/2017,40338
567,A592UFM060F,25/07/2017,40498
568,A592UFM060F,26/07/2017,40679
569,A592UFM060F,27/07/2017,40806
570,A592UFM060F,28/07/2017,40420
571,A592UFM060F,31/07/2017,40499
572,A592UFM060F,01/08/2017,40489
573,A592UFM060F,02/08/2017,40725
574,A592UFM060F,03/08/2017,40826
575,A592UFM060F,04/08/2017,40717
576,A592UFM060F,07/08/2017,40725
577,A592UFM060F,08/08/2017,40761
578,A592UFM060F,09/08/2017,40791
579,A592UFM060F,10/08/2017,40740
580,A592UFM060F,11/08/2017,40801
581,A592UFM060F,14/08/2017,41071
582,A592UFM060F,15/08/2017,41186
583,A592UFM060F,16/08/2017,41292
584,A592UFM060F,17/08/2017,40880
585,A592UFM060F,18/08/2017,40821
586,A592UFM060F,21/08/2017,41091
587,A592UFM060F,22/08/2017,41218
588,A592UFM060F,23/08/2017,41370
589,A592UFM060F,24/08/2017,41227
590,A592UFM060F,25/08/2017,41425
591,A592UFM060F,28/08/2017,41596
592,A592UFM060F,29/08/2017,41314
593,A592UFM060F,30/08/2017,41526
594,A592UFM060F,31/08/2017,41254
595,A592UFM060F,01/09/2017,41319
596,A592UFM060F,04/09/2017,41315
597,A592UFM060F,05/09/2017,41363
598,A592UFM060F,06/09/2017,41400
599,A592UFM060F,07/09/2017,41422
600,A592UFM060F,08/09/2017,41450
601,A592UFM060F,11/09/2017,41035
602,A592UFM060F,12/09/2017,41000
603,A592UFM060F,13/09/2017,40912
604,A592UFM060F,14/09/2017,40920
605,A592UFM060F,15/09/2017,40832
606,A592UFM060F,18/09/2017,40637
607,A592UFM060F,19/09/2017,40517
608,A592UFM060F,20/09/2017,40660
609,A592UFM060F,21/09/2017,40600
610,A592UFM060F,22/09/2017,40827
611,A592UFM060F,25/09/2017,41278
612,A592UFM060F,26/09/2017,41040
613,A592UFM060F,27/09/2017,40722
614,A592UFM060F,28/09/2017,40680
615,A592UFM060F,29/09/2017,40741
616,A592UFM060F,02/10/2017,40769
